   2.6134753447573214E-013   3.0207667785322012E-011   2.1177210061217589E-009   9.0047788554558610E-008   2.3223630756135932E-006   3.6327870693254501E-005   3.4466924063498940E-004   1.9834345344949727E-003   6.9228667590611366E-003   1.4655709043939757E-002   1.8818302911999048E-002   1.4655709043939757E-002   6.9228667590611366E-003   1.9834345344949727E-003   3.4466924063498940E-004   3.6327870693254501E-005   2.3223630756135932E-006   9.0047788554558610E-008   2.1177210061217589E-009   3.0207667785322012E-011
   2.5618669926474898E-013   2.9611156339897797E-011   2.0759023252707757E-009   8.8269612996959663E-008   2.2765033235506722E-006   3.5610503473434086E-005   3.3786304995567034E-004   1.9442676113983583E-003   6.7861607648654143E-003   1.4366302451956364E-002   1.8446697492135393E-002   1.4366302451956364E-002   6.7861607648654143E-003   1.9442676113983583E-003   3.3786304995567034E-004   3.5610503473434086E-005   2.2765033235506722E-006   8.8269612996959663E-008   2.0759023252707757E-009   2.9611156339897797E-011
   2.4616874976322373E-013   2.8453238814334508E-011   1.9947260396777047E-009   8.4817909500796027E-008   2.1874827170912484E-006   3.4217986896482160E-005   3.2465122052580028E-004   1.8682387824062968E-003   6.5207940770289040E-003   1.3804521169398018E-002   1.7725356046711039E-002   1.3804521169398018E-002   6.5207940770289040E-003   1.8682387824062968E-003   3.2465122052580028E-004   3.4217986896482160E-005   2.1874827170912484E-006   8.4817909500796027E-008   1.9947260396777047E-009   2.8453238814334508E-011
   2.3187153259949991E-013   2.6800705197735665E-011   1.8788744890692792E-009   7.9891776217540884E-008   2.0604360652387003E-006   3.2230642889434113E-005   3.0579582557095809E-004   1.7597334761420163E-003   6.1420733454621334E-003   1.3002769374379601E-002   1.6695886364032374E-002   1.3002769374379601E-002   6.1420733454621334E-003   1.7597334761420163E-003   3.0579582557095809E-004   3.2230642889434113E-005   2.0604360652387003E-006   7.9891776217540884E-008   1.8788744890692792E-009   2.6800705197735665E-011
   2.1409184066849903E-013   2.4745652226777115E-011   1.7348041531459444E-009   7.3765749649968313E-008   1.9024437577192479E-006   2.9759227382373863E-005   2.8234768809809045E-004   1.6247987614933024E-003   5.6711049144708694E-003   1.2005729198147052E-002   1.5415661436290952E-002   1.2005729198147052E-002   5.6711049144708694E-003   1.6247987614933024E-003   2.8234768809809045E-004   2.9759227382373863E-005   1.9024437577192479E-006   7.3765749649968313E-008   1.7348041531459444E-009   2.4745652226777115E-011
   1.9377197705940181E-013   2.2396995329829583E-011   1.5701505929245450E-009   6.6764502114191896E-008   1.7218792039271638E-006   2.6934722536071602E-005   2.5554953224786014E-004   1.4705860221255478E-003   5.1328495656677298E-003   1.0866242615788944E-002   1.3952531702568494E-002   1.0866242615788944E-002   5.1328495656677298E-003   1.4705860221255478E-003   2.5554953224786014E-004   2.6934722536071602E-005   1.7218792039271638E-006   6.6764502114191896E-008   1.5701505929245450E-009   2.2396995329829583E-011
   1.7191746379291310E-013   1.9870957050232554E-011   1.3930616377298773E-009   5.9234488129053764E-008   1.5276775836692338E-006   2.3896898079063922E-005   2.2672745628254197E-004   1.3047264266474884E-003   4.5539426946634145E-003   9.6406967602556161E-003   1.2378899674747378E-002   9.6406967602556161E-003   4.5539426946634145E-003   1.3047264266474884E-003   2.2672745628254197E-004   2.3896898079063922E-005   1.5276775836692338E-006   5.9234488129053764E-008   1.3930616377298773E-009   1.9870957050232554E-011
   1.4951583538481877E-013   1.7281680858439048E-011   1.2115393626247322E-009   5.1515964584470122E-008   1.3286142377955638E-006   2.0783023437927252E-005   1.9718383625990158E-004   1.1347146318063047E-003   3.9605432238540425E-003   8.3844700706942245E-003   1.0765872676229048E-002   8.3844700706942245E-003   3.9605432238540425E-003   1.1347146318063047E-003   1.9718383625990158E-004   2.0783023437927252E-005   1.3286142377955638E-006   5.1515964584470122E-008   1.2115393626247322E-009   1.7281680858439048E-011
   1.2746547204670238E-013   1.4733005388438332E-011   1.0328634178624435E-009   4.3918470085793989E-008   1.1326722721557020E-006   1.7717975398758650E-005   1.6810347013852117E-004   9.6736867910498321E-004   3.3764484563832426E-003   7.1479414382551653E-003   9.1781384837151623E-003   7.1479414382551653E-003   3.3764484563832426E-003   9.6736867910498321E-004   1.6810347013852117E-004   1.7717975398758650E-005   1.1326722721557020E-006   4.3918470085793989E-008   1.0328634178624435E-009   1.4733005388438332E-011
   1.0652121132938382E-013   1.2312177998476184E-011   8.6315031546899095E-010   3.6702085342437021E-008   9.4655925665127990E-007   1.4806678008366766E-005   1.4048184955740305E-004   8.0841722739326608E-004   2.8216533763229142E-003   5.9734402445508188E-003   7.6700490990686898E-003   5.9734402445508188E-003   2.8216533763229142E-003   8.0841722739326608E-004   1.4048184955740305E-004   1.4806678008366766E-005   9.4655925665127990E-007   3.6702085342437021E-008   8.6315031546899095E-010   1.2312177998476184E-011
